UserID,Age,Gender,FashionType,OutfitChoice
2169,41,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
1620,20,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1558,20,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1787,40,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1760,64,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1678,23,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1659,70,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1613,64,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1601,72,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1758,44,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1779,71,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1583,41,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1772,64,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1601,22,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1686,42,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1592,51,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1507,67,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1763,58,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1682,60,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1625,22,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1558,26,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1680,72,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1554,59,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1674,19,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1742,42,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1721,36,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1528,29,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1804,60,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1735,32,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1648,53,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1675,29,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1787,55,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1714,63,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1518,71,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1670,24,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1601,32,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1712,33,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1721,72,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1804,24,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1543,63,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1555,19,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1578,49,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1633,68,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1669,58,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1587,31,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1649,45,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1734,57,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1550,28,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1561,72,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1574,24,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1800,68,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1607,24,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1584,40,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1531,37,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1619,26,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1744,73,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1540,62,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1561,45,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1712,21,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1523,23,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1637,27,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1687,22,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1779,28,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1668,31,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1699,31,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1803,73,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1625,32,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1561,35,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1785,24,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1514,40,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1635,26,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1617,38,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1725,55,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1692,60,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1792,54,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1520,72,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1516,18,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1592,45,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1685,23,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1518,71,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1655,21,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1804,28,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1738,28,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1748,33,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1575,63,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1601,29,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1737,23,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1731,48,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1698,22,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1793,73,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1680,58,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1637,18,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1646,46,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1728,73,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1707,65,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1732,60,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1775,67,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1515,24,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1573,27,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1774,55,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1703,43,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1569,63,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1776,28,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1710,43,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1731,27,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1676,72,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1798,21,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1731,58,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1600,45,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1651,67,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1794,29,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1556,36,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1511,36,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1549,53,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1762,23,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1511,55,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1635,27,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1656,24,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1799,30,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1765,36,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1803,44,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1691,38,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1766,45,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1683,45,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1658,67,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1677,28,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1793,71,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1686,63,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1680,61,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1580,72,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1521,74,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1544,23,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1632,34,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1706,33,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1799,45,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1530,28,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1635,58,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1698,45,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1579,24,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1785,61,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1729,59,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1621,42,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1727,20,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1521,42,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1568,20,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1607,38,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1730,67,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1651,48,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1741,72,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1791,23,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1640,46,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1552,24,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1656,43,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1720,60,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1639,39,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1736,19,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1639,35,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1633,64,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1609,33,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1507,68,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1769,69,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1722,62,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1627,74,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1722,36,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1763,68,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1514,51,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1801,28,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1506,74,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1669,46,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1579,19,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1604,72,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1547,75,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1791,54,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1714,22,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1630,28,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1750,18,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1764,20,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1538,73,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1704,39,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1788,63,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1714,63,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1534,27,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1567,30,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1571,67,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1624,53,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1747,22,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1514,24,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1512,21,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1591,46,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1767,72,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1542,45,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1675,51,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1560,60,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1539,19,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1660,31,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1780,26,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1659,29,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1600,50,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1696,32,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1795,24,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1668,63,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1615,56,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1711,35,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1618,51,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1777,65,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1751,48,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1783,56,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1734,24,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1756,33,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1755,59,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1574,37,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1660,21,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1607,27,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1603,29,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1626,30,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1766,41,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1649,37,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1597,38,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1729,20,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1637,40,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1570,37,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1748,24,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1587,24,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1601,20,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1790,29,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1535,74,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1804,25,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1678,20,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1616,47,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1563,30,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1662,71,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1512,20,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1637,39,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1619,19,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1773,55,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1626,45,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1736,29,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1509,68,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1520,28,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1784,34,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1756,64,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1599,72,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1801,58,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1520,33,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1535,70,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1761,35,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1597,20,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1713,73,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1671,36,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1787,43,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1597,70,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1737,19,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1533,32,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1530,23,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1622,75,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1675,69,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1754,52,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1649,68,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1677,18,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1547,48,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1568,47,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1652,38,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1727,18,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1589,50,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1614,24,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1670,25,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1642,38,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1785,75,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1734,56,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1696,70,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1715,29,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1701,34,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1751,27,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1770,52,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1673,28,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1782,29,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1644,52,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1578,74,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1553,25,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1599,50,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1664,36,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1593,23,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1524,23,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1801,56,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1539,31,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1682,35,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1630,72,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1652,42,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
